transaction_id,estate,phase,block,unit,floor,saleable_area_sqft,price_hkd,price_per_sqft_hkd_reference_only,sale_date,source_url,notes
1059,mei_foo_sun_chuen,6,139,B,18,716,9980000,13939,2021-12-16,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-6/blockno-139,
1060,mei_foo_sun_chuen,6,139,C,18,716,9380000,13101,2020-03-12,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-6/blockno-139,
1061,mei_foo_sun_chuen,6,139,A,19,672,9050000,13467,2022-05-18,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-6/blockno-139,
1062,mei_foo_sun_chuen,6,140,C,4,507,7280000,14359,2020-08-14,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-6/blockno-140,
1063,mei_foo_sun_chuen,6,140,C,6,507,7968000,15716,2018-07-06,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-6/blockno-140,
1064,mei_foo_sun_chuen,6,140,D,6,657,9100000,13851,2021-07-06,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-6/blockno-140,
1065,mei_foo_sun_chuen,6,140,D,8,657,9400000,14307,2020-09-08,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-6/blockno-140,
1066,mei_foo_sun_chuen,6,140,C,9,507,7800000,15385,2021-06-21,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-6/blockno-140,
1067,mei_foo_sun_chuen,6,140,B,10,507,7680000,15148,2021-07-26,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-6/blockno-140,
1068,mei_foo_sun_chuen,6,140,C,10,507,7500000,14793,2021-08-09,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-6/blockno-140,
1069,mei_foo_sun_chuen,6,140,D,10,657,6330000,9635,2024-09-19,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-6/blockno-140,
1070,mei_foo_sun_chuen,6,140,C,11,507,5840000,11519,2025-10-10,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-6/blockno-140,
1071,mei_foo_sun_chuen,6,140,C,12,507,6280000,12387,2026-05-22,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-6/blockno-140,
1072,mei_foo_sun_chuen,6,140,C,14,507,7350000,14497,2021-01-25,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-6/blockno-140,
1073,mei_foo_sun_chuen,6,140,A,15,657,7800000,11872,2025-07-04,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-6/blockno-140,
1074,mei_foo_sun_chuen,6,140,A,16,657,7800000,11872,2023-03-10,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-6/blockno-140,
1075,mei_foo_sun_chuen,6,140,B,16,507,5500000,10848,2026-01-09,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-6/blockno-140,
1076,mei_foo_sun_chuen,6,140,C,16,507,4700000,9270,2023-02-16,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-6/blockno-140,
1077,mei_foo_sun_chuen,6,140,C,18,507,7320000,14438,2022-05-19,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-6/blockno-140,
1078,mei_foo_sun_chuen,6,140,D,18,657,9140000,13912,2020-02-06,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-6/blockno-140,
1079,mei_foo_sun_chuen,6,140,C,19,507,7460000,14714,2021-06-11,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-6/blockno-140,
1080,mei_foo_sun_chuen,6,140,A,20,670,6300000,9403,2022-11-01,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-6/blockno-140,
1081,mei_foo_sun_chuen,7,164,C,6,640,8700000,13594,2021-04-14,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-7/blockno-164,
1082,mei_foo_sun_chuen,7,164,A,7,908,8500000,9361,2024-01-29,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-7/blockno-164,
1083,mei_foo_sun_chuen,7,164,C,7,640,7280000,11375,2023-05-04,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-7/blockno-164,
1084,mei_foo_sun_chuen,7,164,D,7,906,9080000,10022,2024-04-29,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-7/blockno-164,
1085,mei_foo_sun_chuen,7,164,D,10,906,9700000,10706,2026-05-21,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-7/blockno-164,
1086,mei_foo_sun_chuen,7,164,A,15,908,1974000,2174,2026-08-27,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-7/blockno-164,
1087,mei_foo_sun_chuen,7,164,B,15,640,6300000,9844,2025-12-11,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-7/blockno-164,
1088,mei_foo_sun_chuen,7,164,C,15,640,6750000,10547,2025-11-27,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-7/blockno-164,
1089,mei_foo_sun_chuen,7,164,D,15,906,1500000,1656,2026-03-11,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-7/blockno-164,
1090,mei_foo_sun_chuen,7,164,D,16,906,11120000,12274,2022-08-12,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-7/blockno-164,
1091,mei_foo_sun_chuen,7,164,C,17,640,9160000,14313,2018-09-03,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-7/blockno-164,
1092,mei_foo_sun_chuen,7,164,D,17,906,12500000,13797,2021-08-27,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-7/blockno-164,
1093,mei_foo_sun_chuen,7,164,A,19,908,8680000,9559,2026-04-21,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-7/blockno-164,
1094,mei_foo_sun_chuen,7,164,B,19,584,6028000,10322,2026-05-12,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-7/blockno-164,
1095,mei_foo_sun_chuen,7,165,C,5,918,12000000,13072,2022-02-04,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-7/blockno-165,
1096,mei_foo_sun_chuen,7,165,C,7,918,9300000,10131,2026-06-26,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-7/blockno-165,
1097,mei_foo_sun_chuen,7,165,C,11,918,10280000,11198,2026-03-16,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-7/blockno-165,
1098,mei_foo_sun_chuen,7,165,A,14,918,13500000,14706,2018-03-26,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-7/blockno-165,
1099,mei_foo_sun_chuen,7,165,C,14,918,10000000,10893,2020-12-08,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-7/blockno-165,
1100,mei_foo_sun_chuen,7,165,A,15,918,11250000,12255,2024-02-22,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-7/blockno-165,
1101,mei_foo_sun_chuen,7,165,C,17,918,9050000,9858,2024-01-31,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-7/blockno-165,
1102,mei_foo_sun_chuen,8,176,B,3,648,7800000,12037,2018-11-29,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-8/blockno-176,
1103,mei_foo_sun_chuen,8,176,B,4,648,8127000,12542,2022-06-13,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-8/blockno-176,
1104,mei_foo_sun_chuen,8,176,D,5,907,13680000,15083,2019-08-16,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-8/blockno-176,
1105,mei_foo_sun_chuen,8,176,D,7,907,11800000,13010,2020-03-06,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-8/blockno-176,
1106,mei_foo_sun_chuen,8,176,D,8,907,12038000,13272,2022-02-23,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-8/blockno-176,
1107,mei_foo_sun_chuen,8,176,D,9,907,12500000,13782,2019-12-18,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-8/blockno-176,
1108,mei_foo_sun_chuen,8,176,D,10,907,12380000,13649,2019-05-23,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-8/blockno-176,
1109,mei_foo_sun_chuen,8,176,D,11,907,9160000,10099,2024-12-16,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-8/blockno-176,
1110,mei_foo_sun_chuen,8,176,A,12,907,11800000,13010,2021-04-14,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-8/blockno-176,
1111,mei_foo_sun_chuen,8,176,B,12,644,8180000,12702,2018-02-05,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-8/blockno-176,
1112,mei_foo_sun_chuen,8,176,C,12,644,6000000,9317,2022-11-01,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-8/blockno-176,
1113,mei_foo_sun_chuen,8,176,D,13,907,10450000,11521,2026-06-11,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-8/blockno-176,
1114,mei_foo_sun_chuen,8,176,D,14,907,11500000,12679,2018-08-16,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-8/blockno-176,
1115,mei_foo_sun_chuen,8,176,A,16,907,14000000,15436,2018-07-24,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-8/blockno-176,
1116,mei_foo_sun_chuen,8,176,B,16,644,6850000,10637,2024-08-12,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-8/blockno-176,
1117,mei_foo_sun_chuen,8,176,D,16,907,9565000,10546,2022-10-14,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-8/blockno-176,
1118,mei_foo_sun_chuen,8,176,B,20,586,7550000,12884,2021-07-08,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-8/blockno-176,
1119,mei_foo_sun_chuen,8,176,D,20,906,7290000,8046,2025-03-28,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-8/blockno-176,
1120,mei_foo_sun_chuen,8,177,B,1,633,7020000,11090,2022-06-30,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-8/blockno-177,
1121,mei_foo_sun_chuen,8,177,B,3,633,7430000,11738,2018-03-29,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-8/blockno-177,
1122,mei_foo_sun_chuen,8,177,A,5,919,11000000,11970,2020-07-03,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-8/blockno-177,
1123,mei_foo_sun_chuen,8,177,C,5,919,10000000,10881,2019-02-26,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-8/blockno-177,
1124,mei_foo_sun_chuen,8,177,A,6,919,9399000,10227,2024-04-19,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-8/blockno-177,
1125,mei_foo_sun_chuen,8,177,C,6,919,10880000,11839,2021-01-29,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-8/blockno-177,
1126,mei_foo_sun_chuen,8,177,C,10,919,9000000,9793,2023-09-11,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-8/blockno-177,
1127,mei_foo_sun_chuen,8,177,C,20,927,9280000,10011,2026-07-08,https://www.28hse.com/en/estate/detail/mei-foo-sun-chuen-2520/history/stateno-8/blockno-177,
1128,repulse_bay_garden,1,1,,2,2049,50000000,24402,2019-04-16,https://www.28hse.com/en/estate/detail/repulse-bay-garden-201/history/stateno-1/blockno-1,
1129,repulse_bay_garden,1,1,,4,2049,43000000,20986,2021-12-30,https://www.28hse.com/en/estate/detail/repulse-bay-garden-201/history/stateno-1/blockno-1,
1130,repulse_bay_garden,1,1,,7,2049,51800000,25281,2021-09-14,https://www.28hse.com/en/estate/detail/repulse-bay-garden-201/history/stateno-1/blockno-1,
1131,repulse_bay_garden,1,1,,9,2049,60000000,29283,2019-05-08,https://www.28hse.com/en/estate/detail/repulse-bay-garden-201/history/stateno-1/blockno-1,
1132,repulse_bay_garden,1,1,,10,2049,8125000,3965,2025-07-17,https://www.28hse.com/en/estate/detail/repulse-bay-garden-201/history/stateno-1/blockno-1,
1133,repulse_bay_garden,1,1,,11,1873,68880000,36775,2022-03-09,https://www.28hse.com/en/estate/detail/repulse-bay-garden-201/history/stateno-1/blockno-1,
1134,repulse_bay_garden,1,1,,12,2049,53400000,26061,2023-12-15,https://www.28hse.com/en/estate/detail/repulse-bay-garden-201/history/stateno-1/blockno-1,
1135,repulse_bay_garden,1,1,,13,2049,39880000,19463,2025-07-18,https://www.28hse.com/en/estate/detail/repulse-bay-garden-201/history/stateno-1/blockno-1,
1136,repulse_bay_garden,1,1,,15,2049,97690000,47677,2025-05-29,https://www.28hse.com/en/estate/detail/repulse-bay-garden-201/history/stateno-1/blockno-1,
1137,repulse_bay_garden,1,1,,16,1873,65000000,34704,2021-07-22,https://www.28hse.com/en/estate/detail/repulse-bay-garden-201/history/stateno-1/blockno-1,
1138,repulse_bay_garden,1,1,,17,2049,48000000,23426,2026-03-19,https://www.28hse.com/en/estate/detail/repulse-bay-garden-201/history/stateno-1/blockno-1,
1139,repulse_bay_garden,1,1,,18,2049,68000000,33187,2024-06-21,https://www.28hse.com/en/estate/detail/repulse-bay-garden-201/history/stateno-1/blockno-1,
1140,repulse_bay_garden,1,2,,8,2049,64800000,31625,2023-07-26,https://www.28hse.com/en/estate/detail/repulse-bay-garden-201/history/stateno-1/blockno-2,
1141,repulse_bay_garden,1,2,,11,2049,66500000,32455,2018-02-01,https://www.28hse.com/en/estate/detail/repulse-bay-garden-201/history/stateno-1/blockno-2,
1142,repulse_bay_garden,1,2,,14,2049,53380000,26052,2026-02-27,https://www.28hse.com/en/estate/detail/repulse-bay-garden-201/history/stateno-1/blockno-2,
1143,repulse_bay_garden,1,3,,6,2576,81300000,31561,2020-08-07,https://www.28hse.com/en/estate/detail/repulse-bay-garden-201/history/stateno-1/blockno-3,
1144,repulse_bay_garden,1,3,,10,2576,33000000,12811,2026-02-09,https://www.28hse.com/en/estate/detail/repulse-bay-garden-201/history/stateno-1/blockno-3,
1145,repulse_bay_garden,1,3,,16,2576,70000000,27174,2025-03-31,https://www.28hse.com/en/estate/detail/repulse-bay-garden-201/history/stateno-1/blockno-3,
1146,repulse_bay_garden,1,4,,10,2576,92800000,36025,2019-07-30,https://www.28hse.com/en/estate/detail/repulse-bay-garden-201/history/stateno-1/blockno-4,
1147,repulse_bay_garden,1,4,,12,2576,85000000,32997,2018-07-25,https://www.28hse.com/en/estate/detail/repulse-bay-garden-201/history/stateno-1/blockno-4,
1148,repulse_bay_garden,1,4,,14,2576,94800000,36801,2019-05-22,https://www.28hse.com/en/estate/detail/repulse-bay-garden-201/history/stateno-1/blockno-4,
1149,repulse_bay_garden,1,4,,19,2576,97000000,37655,2018-11-23,https://www.28hse.com/en/estate/detail/repulse-bay-garden-201/history/stateno-1/blockno-4,
1150,repulse_bay_garden,1,5,,1,2049,48000000,23426,2020-04-24,https://www.28hse.com/en/estate/detail/repulse-bay-garden-201/history/stateno-1/blockno-5,
1151,repulse_bay_garden,1,5,,4,2049,53000000,25866,2024-07-02,https://www.28hse.com/en/estate/detail/repulse-bay-garden-201/history/stateno-1/blockno-5,
1152,repulse_bay_garden,1,5,,17,2049,62000000,30259,2022-11-16,https://www.28hse.com/en/estate/detail/repulse-bay-garden-201/history/stateno-1/blockno-5,
1153,repulse_bay_garden,1,6,,1,2049,44000000,21474,2026-03-18,https://www.28hse.com/en/estate/detail/repulse-bay-garden-201/history/stateno-1/blockno-6,
1154,repulse_bay_garden,1,6,,3,2049,58000000,28306,2020-06-19,https://www.28hse.com/en/estate/detail/repulse-bay-garden-201/history/stateno-1/blockno-6,
1155,repulse_bay_garden,1,6,,15,2049,61000000,29771,2022-09-23,https://www.28hse.com/en/estate/detail/repulse-bay-garden-201/history/stateno-1/blockno-6,
1156,repulse_bay_garden,1,7,,10,2049,67000000,32699,2020-06-11,https://www.28hse.com/en/estate/detail/repulse-bay-garden-201/history/stateno-1/blockno-7,
1157,repulse_bay_garden,1,7,,16,2049,52500000,25622,2025-12-09,https://www.28hse.com/en/estate/detail/repulse-bay-garden-201/history/stateno-1/blockno-7,
1158,repulse_bay_garden,1,7,,19,2049,18792000,9171,2024-08-20,https://www.28hse.com/en/estate/detail/repulse-bay-garden-201/history/stateno-1/blockno-7,
1159,repulse_bay_garden,1,8,,6,2049,30000000,14641,2020-01-23,https://www.28hse.com/en/estate/detail/repulse-bay-garden-201/history/stateno-1/blockno-8,
1160,repulse_bay_garden,1,8,,14,2049,62500000,30503,2018-07-11,https://www.28hse.com/en/estate/detail/repulse-bay-garden-201/history/stateno-1/blockno-8,
1161,repulse_bay_garden,1,9,,6,2049,60300000,29429,2020-12-10,https://www.28hse.com/en/estate/detail/repulse-bay-garden-201/history/stateno-1/blockno-9,
1162,repulse_bay_garden,1,9,,14,2049,52000000,25378,2025-04-23,https://www.28hse.com/en/estate/detail/repulse-bay-garden-201/history/stateno-1/blockno-9,
1163,repulse_bay_garden,1,10,,14,2049,64500000,31479,2021-07-06,https://www.28hse.com/en/estate/detail/repulse-bay-garden-201/history/stateno-1/blockno-10,
1164,repulse_bay_garden,1,11,,12,1513,53800000,35558,2022-02-25,https://www.28hse.com/en/estate/detail/repulse-bay-garden-201/history/stateno-1/blockno-11,
1165,repulse_bay_garden,1,11,,17,1513,80000000,52875,2023-10-10,https://www.28hse.com/en/estate/detail/repulse-bay-garden-201/history/stateno-1/blockno-11,
1166,repulse_bay_garden,1,11,,19,1513,42800000,28288,2026-04-10,https://www.28hse.com/en/estate/detail/repulse-bay-garden-201/history/stateno-1/blockno-11,
1167,repulse_bay_garden,1,11,,20,1513,55800000,36880,2023-03-28,https://www.28hse.com/en/estate/detail/repulse-bay-garden-201/history/stateno-1/blockno-11,
1168,taikoo_shing,1,18,E,2,580,7600000,13103,2024-03-21,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1169,taikoo_shing,1,18,G,3,503,8180000,16262,2018-01-11,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1170,taikoo_shing,1,18,G,4,503,8550000,16998,2023-04-13,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1171,taikoo_shing,1,18,D,5,580,10850000,18707,2020-09-09,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1172,taikoo_shing,1,18,F,6,503,6700000,13320,2024-04-22,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1173,taikoo_shing,1,18,E,7,580,12000000,20690,2018-07-27,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1174,taikoo_shing,1,18,H,7,580,10680000,18414,2021-05-26,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1175,taikoo_shing,1,18,B,8,703,13300000,18919,2020-01-03,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1176,taikoo_shing,1,18,G,8,503,10000000,19881,2021-04-27,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1177,taikoo_shing,1,18,B,9,703,12800000,18208,2018-01-03,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1178,taikoo_shing,1,18,D,10,580,11280000,19448,2020-09-29,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1179,taikoo_shing,1,18,G,10,503,10500000,20875,2021-05-28,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1180,taikoo_shing,1,18,D,11,580,11200000,19310,2021-11-10,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1181,taikoo_shing,1,18,F,11,503,7850000,15606,2022-11-15,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1182,taikoo_shing,1,18,C,12,703,9500000,13514,2023-05-05,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1183,taikoo_shing,1,18,C,13,703,14100000,20057,2018-06-19,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1184,taikoo_shing,1,18,D,13,580,12528000,21600,2019-05-24,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1185,taikoo_shing,1,18,H,13,580,11500000,19828,2018-05-14,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1186,taikoo_shing,1,18,D,14,580,8000000,13793,2025-04-02,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1187,taikoo_shing,1,18,A,16,580,8000000,13793,2025-12-19,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1188,taikoo_shing,1,18,B,16,703,13720000,19516,2021-06-15,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1189,taikoo_shing,1,18,C,16,703,10500000,14936,2026-02-23,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1190,taikoo_shing,1,18,E,16,580,9500000,16379,2021-01-15,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1191,taikoo_shing,1,18,H,16,580,12100000,20862,2019-05-23,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1192,taikoo_shing,1,18,A,17,580,11750000,20259,2020-10-23,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1193,taikoo_shing,1,18,B,17,703,9600000,13656,2024-10-02,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1194,taikoo_shing,1,18,E,17,580,10750000,18534,2019-03-28,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1195,taikoo_shing,1,18,B,18,703,15300000,21764,2019-07-04,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1196,taikoo_shing,1,18,B,19,703,13960000,19858,2018-08-06,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1197,taikoo_shing,1,18,B,20,703,9538000,13568,2025-07-31,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1198,taikoo_shing,1,18,F,20,503,6980000,13877,2024-09-10,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1199,taikoo_shing,1,18,F,21,503,4800000,9543,2019-11-29,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1200,taikoo_shing,1,18,H,21,580,7800000,13448,2025-08-06,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1201,taikoo_shing,1,18,B,22,703,13700000,19488,2022-01-06,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1202,taikoo_shing,1,18,F,22,503,9800000,19483,2022-04-20,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1203,taikoo_shing,1,18,C,23,703,9300000,13229,2025-02-11,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1204,taikoo_shing,1,18,E,23,580,7400000,12759,2025-05-16,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1205,taikoo_shing,1,18,H,23,580,10800000,18621,2021-01-07,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1206,taikoo_shing,1,18,G,24,503,8170000,16243,2025-12-30,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1207,taikoo_shing,1,18,A,26,580,11700000,20172,2022-07-07,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1208,taikoo_shing,1,18,A,27,580,11500000,19828,2021-02-08,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1209,taikoo_shing,1,18,D,27,580,12280000,21172,2018-06-08,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1210,taikoo_shing,1,18,E,27,580,12280000,21172,2019-08-13,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1211,taikoo_shing,1,18,H,27,580,9180000,15828,2022-12-16,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1212,taikoo_shing,1,18,D,28,580,9600000,16552,2026-02-16,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1213,taikoo_shing,1,18,A,29,580,13500000,23276,2018-06-15,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1214,taikoo_shing,1,18,C,30,703,13800000,19630,2023-11-09,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1215,taikoo_shing,1,18,E,30,580,9400000,16207,2024-03-01,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-18,
1216,taikoo_shing,1,31,E,2,577,10000000,17331,2022-03-08,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-31,
1217,taikoo_shing,1,31,C,3,651,9900000,15207,2026-04-30,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-31,
1218,taikoo_shing,1,31,F,3,503,9400000,18688,2019-09-11,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-31,
1219,taikoo_shing,1,31,C,4,701,13800000,19686,2018-09-04,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-31,
1220,taikoo_shing,1,31,G,5,503,7800000,15507,2023-01-20,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-31,
1221,taikoo_shing,1,31,H,5,580,8750000,15086,2026-07-28,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-31,
1222,taikoo_shing,1,31,A,6,580,10000000,17241,2021-08-05,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-31,
1223,taikoo_shing,1,31,E,6,580,10680000,18414,2021-12-13,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-31,
1224,taikoo_shing,1,31,B,7,701,12000000,17118,2020-10-05,https://www.28hse.com/en/estate/detail/taikoo-shing-1140/history/stateno-1/blockno-31,
