transaction_id,estate,phase,block,unit,floor,saleable_area_sqft,price_hkd,price_per_sqft_hkd_reference_only,sale_date,source_url,notes
404,city_one_shatin,4,37,H,23,304,5200000,17105,2020-02-26,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
405,city_one_shatin,4,37,E,24,284,3920000,13803,2025-07-23,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
406,city_one_shatin,4,37,E,25,284,5450000,19190,2020-07-10,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
407,city_one_shatin,4,37,H,25,304,5290000,17401,2020-10-08,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
408,city_one_shatin,4,37,B,26,284,5600000,19718,2021-02-26,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
409,city_one_shatin,4,37,D,26,304,3800000,12500,2025-06-17,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
410,city_one_shatin,4,37,E,26,284,5540000,19507,2022-01-21,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
411,city_one_shatin,4,37,H,26,304,5600000,18421,2021-03-17,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
412,city_one_shatin,4,37,C,27,304,5420000,17829,2018-03-06,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
413,city_one_shatin,4,37,C,28,304,4168000,13711,2024-12-03,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
414,city_one_shatin,4,37,D,28,304,5850000,19243,2021-09-07,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
415,city_one_shatin,4,37,E,28,284,4500000,15845,2026-05-06,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
416,city_one_shatin,4,37,D,29,304,4150000,13651,2024-12-02,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
417,city_one_shatin,4,37,F,29,284,5020000,17676,2019-03-13,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
418,city_one_shatin,4,37,H,29,304,4800000,15789,2022-10-31,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
419,city_one_shatin,4,37,C,30,304,5800000,19079,2020-06-23,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
420,city_one_shatin,4,37,D,30,304,5350000,17599,2019-10-30,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
421,city_one_shatin,4,37,C,31,304,5950000,19572,2019-09-19,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
422,city_one_shatin,4,37,E,31,284,4800000,16901,2023-06-15,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
423,city_one_shatin,4,37,F,32,284,1600000,5634,2025-01-23,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
424,city_one_shatin,4,37,H,32,304,4900000,16118,2026-06-24,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
425,city_one_shatin,4,38,B,3,284,4800000,16901,2023-05-18,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
426,city_one_shatin,4,38,D,3,304,5000000,16447,2021-05-20,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
427,city_one_shatin,4,38,F,4,284,5030000,17711,2020-09-16,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
428,city_one_shatin,4,38,G,4,304,4350000,14309,2022-09-29,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
429,city_one_shatin,4,38,C,5,304,5280000,17368,2021-03-30,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
430,city_one_shatin,4,38,D,5,304,5050000,16612,2020-10-27,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
431,city_one_shatin,4,38,F,6,284,5200000,18310,2022-03-09,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
432,city_one_shatin,4,38,H,6,304,4850000,15954,2022-09-28,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
433,city_one_shatin,4,38,C,7,304,5180000,17039,2020-11-20,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
434,city_one_shatin,4,38,D,7,304,3830000,12599,2025-07-16,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
435,city_one_shatin,4,38,F,7,284,5540000,19507,2021-08-11,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
436,city_one_shatin,4,38,C,8,304,4850000,15954,2021-02-10,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
437,city_one_shatin,4,38,E,8,284,5220000,18380,2022-04-29,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
438,city_one_shatin,4,38,C,9,304,5180000,17039,2022-07-26,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
439,city_one_shatin,4,38,D,9,304,4600000,15132,2018-01-11,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
440,city_one_shatin,4,38,F,9,284,5380000,18944,2021-03-15,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
441,city_one_shatin,4,38,G,9,304,5280000,17368,2018-05-10,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
442,city_one_shatin,4,38,A,10,284,5250000,18486,2019-11-29,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
443,city_one_shatin,4,38,F,10,284,5250000,18486,2020-02-19,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
444,city_one_shatin,4,38,H,10,304,5730000,18849,2021-10-22,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
445,city_one_shatin,4,38,B,11,284,4168000,14676,2023-11-17,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
446,city_one_shatin,4,38,E,12,284,5450000,19190,2021-06-01,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
447,city_one_shatin,4,38,F,12,284,4050000,14261,2025-10-10,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
448,city_one_shatin,4,38,G,12,304,5450000,17928,2020-05-06,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
449,city_one_shatin,4,38,A,13,284,4780000,16831,2023-03-01,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
450,city_one_shatin,4,38,B,13,284,5300000,18662,2019-03-01,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
451,city_one_shatin,4,38,A,14,284,4880000,17183,2023-03-23,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
452,city_one_shatin,4,38,D,14,304,5300000,17434,2020-04-28,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
453,city_one_shatin,4,38,F,14,284,5300000,18662,2021-02-10,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
454,city_one_shatin,4,38,A,15,284,4130000,14542,2025-07-10,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
455,city_one_shatin,4,38,B,15,284,4600000,16197,2026-04-28,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
456,city_one_shatin,4,38,G,15,304,5468000,17987,2018-11-07,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
457,city_one_shatin,4,38,H,15,304,4880000,16053,2023-03-08,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
458,city_one_shatin,4,38,B,16,284,5500000,19366,2020-10-16,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
459,city_one_shatin,4,38,E,16,284,5000000,17606,2021-10-25,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
460,city_one_shatin,4,38,G,16,304,3500000,11513,2025-02-05,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
461,city_one_shatin,4,38,H,16,304,5380000,17697,2022-02-11,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
462,city_one_shatin,4,38,B,17,284,3880000,13662,2025-08-29,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
463,city_one_shatin,4,38,D,17,304,5550000,18257,2019-12-02,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
464,city_one_shatin,4,38,H,17,304,4050000,13322,2024-01-11,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
465,city_one_shatin,4,38,D,18,304,5180000,17039,2022-03-14,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
466,city_one_shatin,4,38,D,19,304,4450000,14638,2024-04-12,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
467,city_one_shatin,4,38,F,19,284,5380000,18944,2020-05-15,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
468,city_one_shatin,4,38,G,19,304,5600000,18421,2022-06-06,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
469,city_one_shatin,4,38,H,19,304,5090000,16743,2019-03-26,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
470,city_one_shatin,4,38,B,20,284,4150000,14613,2022-11-25,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
471,city_one_shatin,4,38,F,20,284,3990000,14049,2026-05-07,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
472,city_one_shatin,4,38,G,20,304,4700000,15461,2026-05-29,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
473,city_one_shatin,4,38,D,21,304,5120000,16842,2020-03-09,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
474,city_one_shatin,4,38,G,22,304,5450000,17928,2020-04-16,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
475,city_one_shatin,4,38,H,22,304,4000000,13158,2025-02-17,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
476,city_one_shatin,4,38,D,23,304,5850000,19243,2020-06-12,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
477,city_one_shatin,4,38,E,23,284,5350000,18838,2020-02-21,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
478,city_one_shatin,4,38,F,23,284,4790000,16866,2019-03-15,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
479,city_one_shatin,4,38,H,23,304,5930000,19507,2019-07-16,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
480,city_one_shatin,4,38,B,24,284,5200000,18310,2019-11-11,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
481,city_one_shatin,4,38,E,24,284,5220000,18380,2022-04-11,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
482,city_one_shatin,4,38,H,24,304,5280000,17368,2022-04-29,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
483,city_one_shatin,4,38,E,26,284,4450000,15669,2023-09-14,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
484,city_one_shatin,4,38,H,26,304,5850000,19243,2018-08-01,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
485,city_one_shatin,4,38,A,27,284,5000000,17606,2023-03-23,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
486,city_one_shatin,4,38,B,27,284,5380000,18944,2021-03-29,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
487,city_one_shatin,4,38,E,27,284,4300000,15141,2024-05-28,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
488,city_one_shatin,4,38,G,27,304,5730000,18849,2021-08-11,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
489,city_one_shatin,4,38,A,28,284,5500000,19366,2021-02-17,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
490,city_one_shatin,4,38,F,28,284,5340000,18803,2019-10-25,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
491,city_one_shatin,4,38,G,28,304,5800000,19079,2018-06-19,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
492,city_one_shatin,4,38,B,29,284,3800000,13380,2019-11-11,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
493,city_one_shatin,4,38,D,29,304,3800000,12500,2025-07-31,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
494,city_one_shatin,4,38,E,29,284,5200000,18310,2021-12-22,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
495,city_one_shatin,4,38,H,29,304,5580000,18355,2022-04-08,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
496,city_one_shatin,4,38,C,30,304,5500000,18092,2020-12-08,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
497,city_one_shatin,4,38,F,30,284,5500000,19366,2020-12-02,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
498,city_one_shatin,4,38,H,30,304,5700000,18750,2020-10-09,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
499,city_one_shatin,4,38,B,31,284,5600000,19718,2021-06-22,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
500,city_one_shatin,4,38,D,31,304,5100000,16776,2018-03-09,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
501,city_one_shatin,4,38,B,32,284,5700000,20070,2021-04-27,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
502,city_one_shatin,4,38,E,32,284,2700000,9507,2019-03-15,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
503,city_one_shatin,4,38,F,32,284,4310000,15176,2026-03-19,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
504,city_one_shatin,4,38,G,32,304,5999000,19734,2021-11-23,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-38,
505,city_one_shatin,5,27,A,1,688,7150000,10392,2026-06-05,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-5/blockno-27,
506,city_one_shatin,5,27,C,2,688,6600000,9593,2025-06-20,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-5/blockno-27,
507,city_one_shatin,5,27,D,3,688,8830000,12834,2022-09-02,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-5/blockno-27,
508,city_one_shatin,5,27,C,4,688,6500000,9448,2024-02-07,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-5/blockno-27,
509,city_one_shatin,5,27,C,6,688,7000000,10174,2024-04-30,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-5/blockno-27,
510,city_one_shatin,5,27,A,7,688,6920000,10058,2025-03-27,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-5/blockno-27,
511,city_one_shatin,5,27,B,8,688,6700000,9738,2025-10-02,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-5/blockno-27,
512,city_one_shatin,5,27,C,9,688,9980000,14506,2021-10-26,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-5/blockno-27,
513,city_one_shatin,5,27,A,10,688,7200000,10465,2024-10-22,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-5/blockno-27,
514,city_one_shatin,5,27,B,13,688,6900000,10029,2024-08-23,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-5/blockno-27,
515,city_one_shatin,5,27,C,13,688,7700000,11192,2024-05-09,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-5/blockno-27,
516,city_one_shatin,5,27,D,16,688,8750000,12718,2026-07-17,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-5/blockno-27,
517,city_one_shatin,5,27,C,17,688,8000000,11628,2025-05-13,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-5/blockno-27,
518,city_one_shatin,5,27,C,18,688,8200000,11919,2024-06-12,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-5/blockno-27,
519,city_one_shatin,5,27,A,19,688,10280000,14942,2021-09-03,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-5/blockno-27,
520,city_one_shatin,5,27,D,20,688,9888000,14372,2020-05-04,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-5/blockno-27,
521,city_one_shatin,5,27,A,22,688,9980000,14506,2020-10-09,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-5/blockno-27,
522,city_one_shatin,5,27,B,22,688,8900000,12936,2018-02-09,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-5/blockno-27,
523,city_one_shatin,5,27,D,22,688,9700000,14099,2019-05-16,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-5/blockno-27,
524,city_one_shatin,5,27,D,23,688,8100000,11773,2025-10-31,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-5/blockno-27,
525,city_one_shatin,5,27,A,25,688,1525000,2217,2024-10-15,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-5/blockno-27,
526,city_one_shatin,5,27,A,27,688,9600000,13953,2020-11-17,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-5/blockno-27,
527,city_one_shatin,5,27,B,27,688,8880000,12907,2022-06-01,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-5/blockno-27,
528,city_one_shatin,5,27,C,27,688,10280000,14942,2022-08-04,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-5/blockno-27,
529,city_one_shatin,5,27,D,27,688,2500000,3634,2023-11-10,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-5/blockno-27,
530,city_one_shatin,5,27,B,28,688,4800000,6977,2019-04-04,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-5/blockno-27,
531,city_one_shatin,5,28,A,3,688,9068000,13180,2021-02-17,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-5/blockno-28,
532,city_one_shatin,5,28,D,6,688,7730000,11235,2026-03-20,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-5/blockno-28,
533,city_one_shatin,5,28,D,8,688,10000000,14535,2021-07-12,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-5/blockno-28,
534,city_one_shatin,5,28,C,9,688,7720000,11221,2025-11-13,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-5/blockno-28,
535,city_one_shatin,5,28,A,10,688,9680000,14070,2020-08-07,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-5/blockno-28,
536,city_one_shatin,5,28,B,15,688,6980000,10145,2026-02-24,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-5/blockno-28,
537,city_one_shatin,5,28,B,19,688,9980000,14506,2021-08-03,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-5/blockno-28,
538,city_one_shatin,5,28,D,19,688,7800000,11337,2024-01-30,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-5/blockno-28,
539,city_one_shatin,5,28,D,20,688,9938000,14445,2022-09-27,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-5/blockno-28,
540,city_one_shatin,5,28,D,21,688,9920000,14419,2021-01-21,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-5/blockno-28,
541,city_one_shatin,5,28,A,23,688,7790000,11323,2023-09-25,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-5/blockno-28,
542,city_one_shatin,5,28,D,23,688,9168000,13326,2023-03-07,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-5/blockno-28,
543,city_one_shatin,5,28,C,24,688,8080000,11744,2024-04-18,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-5/blockno-28,
544,city_one_shatin,5,28,C,26,688,7530000,10945,2025-03-28,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-5/blockno-28,
545,city_one_shatin,5,28,C,27,688,8650000,12573,2023-03-27,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-5/blockno-28,
546,city_one_shatin,5,28,D,27,688,8700000,12645,2023-02-27,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-5/blockno-28,
547,city_one_shatin,5,28,C,28,688,8280000,12035,2024-05-13,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-5/blockno-28,
548,city_one_shatin,6,24,A,1,447,5950000,13311,2021-03-11,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-6/blockno-24,
549,city_one_shatin,6,24,C,1,326,3820000,11718,2025-10-10,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-6/blockno-24,
550,city_one_shatin,6,24,D,1,326,4618000,14166,2023-04-20,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-6/blockno-24,
551,city_one_shatin,6,24,E,1,447,6080000,13602,2022-06-30,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-6/blockno-24,
552,city_one_shatin,6,24,F,1,447,6000000,13423,2021-03-26,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-6/blockno-24,
553,city_one_shatin,6,24,H,2,326,4495000,13788,2019-04-25,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-6/blockno-24,
554,city_one_shatin,6,24,E,3,447,5800000,12975,2026-03-20,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-6/blockno-24,
555,city_one_shatin,6,24,B,4,447,7100000,15884,2019-04-17,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-6/blockno-24,
556,city_one_shatin,6,24,C,4,326,4450000,13650,2023-02-23,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-6/blockno-24,
557,city_one_shatin,6,24,D,4,326,4050000,12423,2024-11-19,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-6/blockno-24,
558,city_one_shatin,6,24,E,4,447,6900000,15436,2019-11-27,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-6/blockno-24,
559,city_one_shatin,6,24,F,4,447,5100000,11409,2024-06-05,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-6/blockno-24,
560,city_one_shatin,6,24,D,5,326,5638000,17294,2020-07-02,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-6/blockno-24,
561,city_one_shatin,6,24,D,6,326,4730000,14509,2023-04-14,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-6/blockno-24,
562,city_one_shatin,6,24,G,6,326,3900000,11963,2024-04-12,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-6/blockno-24,
563,city_one_shatin,6,24,H,6,326,1830000,5613,2019-12-02,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-6/blockno-24,
564,city_one_shatin,6,24,D,7,326,5400000,16564,2020-08-26,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-6/blockno-24,
565,city_one_shatin,6,24,F,7,447,6695000,14978,2023-05-31,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-6/blockno-24,
566,city_one_shatin,6,24,B,8,447,7080000,15839,2018-10-22,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-6/blockno-24,
567,city_one_shatin,6,24,D,8,326,5950000,18252,2018-10-02,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-6/blockno-24,
568,city_one_shatin,6,24,H,8,326,4100000,12577,2024-01-10,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-6/blockno-24,
569,city_one_shatin,6,24,C,9,326,5630000,17270,2021-05-31,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-6/blockno-24,
570,city_one_shatin,6,24,F,9,447,5450000,12192,2025-02-10,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-6/blockno-24,
571,city_one_shatin,6,24,A,10,447,5000000,11186,2023-04-28,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-6/blockno-24,
572,city_one_shatin,6,24,B,10,447,6880000,15391,2018-10-12,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-6/blockno-24,
573,city_one_shatin,6,24,C,10,326,5000000,15337,2019-02-18,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-6/blockno-24,
574,city_one_shatin,6,24,B,11,447,6000000,13423,2019-01-28,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-6/blockno-24,
575,city_one_shatin,6,24,D,11,326,5400000,16564,2019-12-06,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-6/blockno-24,
576,city_one_shatin,6,24,B,12,447,6000000,13423,2018-04-26,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-6/blockno-24,
577,city_one_shatin,6,24,C,12,326,4220000,12945,2024-09-05,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-6/blockno-24,
578,city_one_shatin,6,24,E,12,447,6000000,13423,2026-06-04,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-6/blockno-24,
579,city_one_shatin,6,24,A,13,447,5000000,11186,2025-11-13,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-6/blockno-24,
580,city_one_shatin,6,24,C,13,326,4280000,13129,2024-03-27,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-6/blockno-24,
581,city_one_shatin,6,24,D,13,326,5780000,17730,2020-11-20,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-6/blockno-24,
