transaction_id,estate,block,floor,saleable_area_sqft,age_at_sale,sale_date,price_hkd,adjusted_price_hkd
417,city_one_shatin,37,30,304,35,2020-06-23,5800000,4827445
418,city_one_shatin,37,30,304,34,2019-10-30,5350000,4675775
419,city_one_shatin,37,31,304,34,2019-09-19,5950000,5289136
420,city_one_shatin,37,31,284,38,2023-06-15,4800000,4324150
421,city_one_shatin,37,32,284,40,2025-01-23,1600000,1685192
422,city_one_shatin,37,32,304,41,2026-06-24,4900000,4690225
423,city_one_shatin,38,3,284,38,2023-05-18,4800000,4150520
424,city_one_shatin,38,3,304,36,2021-05-20,5000000,4018130
425,city_one_shatin,38,4,284,35,2020-09-16,5030000,4107741
426,city_one_shatin,38,4,304,37,2022-09-29,4350000,3773438
427,city_one_shatin,38,5,304,36,2021-03-30,5280000,4206744
428,city_one_shatin,38,5,304,35,2020-10-27,5050000,4169112
429,city_one_shatin,38,6,284,37,2022-03-09,5200000,4225954
430,city_one_shatin,38,6,304,37,2022-09-28,4850000,4207167
431,city_one_shatin,38,7,304,35,2020-11-20,5180000,4218702
432,city_one_shatin,38,7,304,40,2025-07-16,3830000,3970875
433,city_one_shatin,38,7,284,36,2021-08-11,5540000,4398186
434,city_one_shatin,38,8,304,36,2021-02-10,4850000,3920616
435,city_one_shatin,38,8,284,37,2022-04-29,5220000,4111827
436,city_one_shatin,38,9,304,37,2022-07-26,5180000,4415980
437,city_one_shatin,38,9,304,33,2018-01-11,4600000,4358982
438,city_one_shatin,38,9,284,36,2021-03-15,5380000,4286417
439,city_one_shatin,38,9,304,33,2018-05-10,5280000,4686845
440,city_one_shatin,38,10,284,34,2019-11-29,5250000,4324102
441,city_one_shatin,38,10,284,35,2020-02-19,5250000,4489556
442,city_one_shatin,38,10,304,36,2021-10-22,5730000,4693244
443,city_one_shatin,38,11,284,38,2023-11-17,4168000,4075389
444,city_one_shatin,38,12,284,36,2021-06-01,5450000,4278601
445,city_one_shatin,38,12,284,40,2025-10-10,4050000,4190382
446,city_one_shatin,38,12,304,35,2020-05-06,5450000,4436844
447,city_one_shatin,38,13,284,38,2023-03-01,4780000,4193938
448,city_one_shatin,38,13,284,34,2019-03-01,5300000,4651938
449,city_one_shatin,38,14,284,38,2023-03-23,4880000,4281678
450,city_one_shatin,38,14,304,35,2020-04-28,5300000,4488456
451,city_one_shatin,38,14,284,36,2021-02-10,5300000,4284384
452,city_one_shatin,38,15,284,40,2025-07-10,4130000,4281910
453,city_one_shatin,38,15,284,41,2026-04-28,4600000,4333026
454,city_one_shatin,38,15,304,33,2018-11-07,5468000,5285234
455,city_one_shatin,38,15,304,38,2023-03-08,4880000,4281678
456,city_one_shatin,38,16,284,35,2020-10-16,5500000,4540617
457,city_one_shatin,38,16,284,36,2021-10-25,5000000,4095327
458,city_one_shatin,38,16,304,40,2025-02-05,3500000,3667945
459,city_one_shatin,38,16,304,37,2022-02-11,5380000,4300868
460,city_one_shatin,38,17,284,40,2025-08-29,3880000,4131093
461,city_one_shatin,38,17,304,34,2019-12-02,5550000,4900645
462,city_one_shatin,38,17,304,39,2024-01-11,4050000,3936665
463,city_one_shatin,38,18,304,37,2022-03-14,5180000,4209701
464,city_one_shatin,38,19,304,39,2024-04-12,4450000,4340563
465,city_one_shatin,38,19,284,35,2020-05-15,5380000,4379857
466,city_one_shatin,38,19,304,37,2022-06-06,5600000,4614914
467,city_one_shatin,38,19,304,34,2019-03-26,5090000,4467616
468,city_one_shatin,38,20,284,37,2022-11-25,4150000,3765524
469,city_one_shatin,38,20,284,41,2026-05-07,3990000,3620678
470,city_one_shatin,38,20,304,41,2026-05-29,4700000,4264959
471,city_one_shatin,38,21,304,35,2020-03-09,5120000,4286273
472,city_one_shatin,38,22,304,35,2020-04-16,5450000,4615488
473,city_one_shatin,38,22,304,40,2025-02-17,4000000,4191937
474,city_one_shatin,38,23,304,35,2020-06-12,5850000,4869061
475,city_one_shatin,38,23,284,35,2020-02-21,5350000,4575071
476,city_one_shatin,38,23,284,34,2019-03-15,4790000,4204298
477,city_one_shatin,38,23,304,34,2019-07-16,5930000,5049098
478,city_one_shatin,38,24,284,34,2019-11-11,5200000,4282920
479,city_one_shatin,38,24,284,37,2022-04-11,5220000,4111827
480,city_one_shatin,38,24,304,37,2022-04-29,5280000,4159089
481,city_one_shatin,38,26,284,38,2023-09-14,4450000,4224385
482,city_one_shatin,38,26,304,33,2018-08-01,5850000,5130237
483,city_one_shatin,38,27,284,38,2023-03-23,5000000,4386965
484,city_one_shatin,38,27,284,36,2021-03-29,5380000,4286417
485,city_one_shatin,38,27,284,39,2024-05-28,4300000,4361001
486,city_one_shatin,38,27,304,36,2021-08-11,5730000,4549026
487,city_one_shatin,38,28,284,36,2021-02-17,5500000,4446059
488,city_one_shatin,38,28,284,34,2019-10-25,5340000,4667035
489,city_one_shatin,38,28,304,33,2018-06-19,5800000,4925940
490,city_one_shatin,38,29,284,34,2019-11-11,3800000,3129826
491,city_one_shatin,38,29,304,40,2025-07-31,3800000,3939772
492,city_one_shatin,38,29,284,36,2021-12-22,5200000,4217989
493,city_one_shatin,38,29,304,37,2022-04-08,5580000,4395401
494,city_one_shatin,38,30,304,35,2020-12-08,5500000,4544427
495,city_one_shatin,38,30,284,35,2020-12-02,5500000,4544427
496,city_one_shatin,38,30,304,35,2020-10-09,5700000,4705731
497,city_one_shatin,38,31,284,36,2021-06-22,5600000,4396360
498,city_one_shatin,38,31,304,33,2018-03-09,5100000,4787710
499,city_one_shatin,38,32,284,36,2021-04-27,5700000,4553651
500,city_one_shatin,38,32,284,34,2019-03-15,2700000,2369855
501,city_one_shatin,38,32,284,41,2026-03-19,4310000,4100136
502,city_one_shatin,38,32,304,36,2021-11-23,5999000,4846463
503,city_one_shatin,27,1,688,41,2026-06-05,7150000,6843900
504,city_one_shatin,27,2,688,40,2025-06-20,6600000,6900356
505,city_one_shatin,27,3,688,37,2022-09-02,8830000,7659646
506,city_one_shatin,27,4,688,39,2024-02-07,6500000,6696654
507,city_one_shatin,27,6,688,39,2024-04-30,7000000,6827851
508,city_one_shatin,27,7,688,40,2025-03-27,6920000,7454889
509,city_one_shatin,27,8,688,40,2025-10-02,6700000,6932237
510,city_one_shatin,27,9,688,36,2021-10-26,9980000,8174272
511,city_one_shatin,27,10,688,39,2024-10-22,7200000,7200066
512,city_one_shatin,27,13,688,39,2024-08-23,6900000,7194603
513,city_one_shatin,27,13,688,39,2024-05-09,7700000,7809234
514,city_one_shatin,27,16,688,41,2026-07-17,8750000,8750000
515,city_one_shatin,27,17,688,40,2025-05-13,8000000,8428398
516,city_one_shatin,27,18,688,39,2024-06-12,8200000,8142198
517,city_one_shatin,27,19,688,36,2021-09-03,10280000,8364274
518,city_one_shatin,27,20,688,35,2020-05-04,9888000,8049819
519,city_one_shatin,27,22,688,35,2020-10-09,9980000,8239157
520,city_one_shatin,27,22,688,33,2018-02-09,8900000,8253521
521,city_one_shatin,27,22,688,34,2019-05-16,9700000,8251673
522,city_one_shatin,27,23,688,40,2025-10-31,8100000,8380764
523,city_one_shatin,27,25,688,39,2024-10-15,1525000,1525014
524,city_one_shatin,27,27,688,35,2020-11-17,9600000,7818445
525,city_one_shatin,27,27,688,37,2022-06-01,8880000,7317935
526,city_one_shatin,27,27,688,37,2022-08-04,10280000,8725922
527,city_one_shatin,27,27,688,38,2023-11-10,2500000,2444451
528,city_one_shatin,27,28,688,34,2019-04-04,4800000,4120532
529,city_one_shatin,28,3,688,36,2021-02-17,9068000,7330339
530,city_one_shatin,28,6,688,41,2026-03-20,7730000,7353608
531,city_one_shatin,28,8,688,36,2021-07-12,10000000,7801504
532,city_one_shatin,28,9,688,40,2025-11-13,7720000,7722755
533,city_one_shatin,28,10,688,35,2020-08-07,9680000,7999462
534,city_one_shatin,28,15,688,41,2026-02-24,6980000,6764401
535,city_one_shatin,28,19,688,36,2021-08-03,9980000,7923086
536,city_one_shatin,28,19,688,39,2024-01-30,7800000,7581725
537,city_one_shatin,28,20,688,37,2022-09-27,9938000,8620788
538,city_one_shatin,28,21,688,36,2021-01-21,9920000,8124580
539,city_one_shatin,28,23,688,38,2023-09-25,7790000,7395047
540,city_one_shatin,28,23,688,38,2023-03-07,9168000,8043939
541,city_one_shatin,28,24,688,39,2024-04-18,8080000,7881291
542,city_one_shatin,28,26,688,40,2025-03-28,7530000,8112039
543,city_one_shatin,28,27,688,38,2023-03-27,8650000,7589449
544,city_one_shatin,28,27,688,38,2023-02-27,8700000,7603900
545,city_one_shatin,28,28,688,39,2024-05-13,8280000,8397462
546,city_one_shatin,24,1,447,35,2021-03-11,5950000,4740554
547,city_one_shatin,24,1,326,39,2025-10-10,3820000,3952410
548,city_one_shatin,24,1,326,37,2023-04-20,4618000,3971000
549,city_one_shatin,24,1,447,36,2022-06-30,6080000,5010478
550,city_one_shatin,24,1,447,35,2021-03-26,6000000,4780390
551,city_one_shatin,24,2,326,33,2019-04-25,4495000,3858707
552,city_one_shatin,24,3,447,40,2026-03-20,5800000,5517584
553,city_one_shatin,24,4,447,33,2019-04-17,7100000,6094954
554,city_one_shatin,24,4,326,37,2023-02-23,4450000,3889351
555,city_one_shatin,24,4,326,38,2024-11-19,4050000,4133224
556,city_one_shatin,24,4,447,33,2019-11-27,6900000,5683105
557,city_one_shatin,24,4,447,38,2024-06-05,5100000,5064050
558,city_one_shatin,24,5,326,34,2020-07-02,5638000,4653772
559,city_one_shatin,24,6,326,37,2023-04-14,4730000,4067309
560,city_one_shatin,24,6,326,38,2024-04-12,3900000,3804089
561,city_one_shatin,24,6,326,33,2019-12-02,1830000,1615888
562,city_one_shatin,24,7,326,34,2020-08-26,5400000,4462510
563,city_one_shatin,24,7,447,37,2023-05-31,6695000,5789111
564,city_one_shatin,24,8,447,32,2018-10-22,7080000,6772152
565,city_one_shatin,24,8,326,32,2018-10-02,5950000,5691286
566,city_one_shatin,24,8,326,38,2024-01-10,4100000,3985265
567,city_one_shatin,24,9,326,35,2021-05-31,5630000,4524414
568,city_one_shatin,24,9,447,39,2025-02-10,5450000,5711514
569,city_one_shatin,24,10,447,37,2023-04-28,5000000,4299481
570,city_one_shatin,24,10,447,32,2018-10-12,6880000,6580849
571,city_one_shatin,24,10,326,33,2019-02-18,5000000,4407341
572,city_one_shatin,24,11,447,33,2019-01-28,6000000,5701346
573,city_one_shatin,24,11,326,33,2019-12-06,5400000,4768196
574,city_one_shatin,24,12,447,32,2018-04-26,6000000,5489609
575,city_one_shatin,24,12,326,38,2024-09-05,4220000,4435847
576,city_one_shatin,24,12,447,40,2026-06-04,6000000,5743133
577,city_one_shatin,24,13,447,39,2025-11-13,5000000,5001785
578,city_one_shatin,24,13,326,38,2024-03-27,4280000,4190336
579,city_one_shatin,24,13,326,34,2020-11-20,5780000,4707355
580,city_one_shatin,24,13,447,35,2021-01-12,7450000,6101625
581,city_one_shatin,24,14,447,34,2020-12-17,7200000,5949068
582,city_one_shatin,24,14,326,39,2025-06-27,4070000,4255219
583,city_one_shatin,24,14,326,36,2022-01-03,5900000,4778774
584,city_one_shatin,24,14,326,40,2026-06-16,4900000,4690225
585,city_one_shatin,24,15,447,39,2025-03-31,5220000,5623485
586,city_one_shatin,24,15,447,32,2018-05-03,7450000,6613067
587,city_one_shatin,24,16,326,38,2024-02-27,4500000,4636145
588,city_one_shatin,24,17,326,34,2020-07-23,5600000,4622406
589,city_one_shatin,24,17,447,38,2024-11-27,5480000,5592609
590,city_one_shatin,24,17,447,36,2022-04-21,7440000,5860535
591,city_one_shatin,24,18,326,38,2024-12-03,4330000,4471073
592,city_one_shatin,24,19,447,36,2022-10-13,6340000,5577175
593,city_one_shatin,24,19,326,38,2024-10-15,4150000,4150038
594,city_one_shatin,24,19,447,32,2018-06-14,7900000,6709470
595,city_one_shatin,24,19,326,38,2024-09-10,4180000,4393801
596,city_one_shatin,24,22,447,35,2021-05-06,7980000,6412935
597,city_one_shatin,24,22,326,32,2018-03-19,5560000,5219543
598,city_one_shatin,24,25,447,39,2025-02-20,5400000,5659115
599,city_one_shatin,24,26,447,37,2023-01-10,6200000,5493855
600,city_one_shatin,24,26,326,40,2026-07-14,4960000,4960000
601,city_one_shatin,24,26,447,40,2026-02-06,6600000,6396138
602,city_one_shatin,24,26,326,35,2021-05-17,6150000,4942299
603,city_one_shatin,24,27,447,37,2023-07-27,7250000,6274127
604,city_one_shatin,24,27,326,32,2018-04-27,5800000,5306622
605,city_one_shatin,24,27,326,32,2018-10-31,6000000,5739112
606,city_one_shatin,24,28,447,36,2022-11-02,6260000,5680044
607,city_one_shatin,24,28,326,32,2018-02-14,5300000,4915018
608,city_one_shatin,24,30,326,36,2022-04-25,5500000,4332385
609,city_one_shatin,24,30,326,38,2024-10-28,5088000,5088047
610,city_one_shatin,24,30,447,35,2021-05-03,8000000,6429007
611,city_one_shatin,25,1,688,35,2021-09-14,8280000,6736984
612,city_one_shatin,25,2,688,38,2024-10-15,6398000,6398059
613,city_one_shatin,25,5,688,38,2024-01-16,7200000,6998515
614,city_one_shatin,25,7,688,34,2020-04-02,9650000,8172378
615,city_one_shatin,25,8,688,40,2026-05-22,8350000,7577109
616,city_one_shatin,25,9,688,34,2020-09-23,9988000,8156683
617,city_one_shatin,25,10,688,35,2021-03-02,9950000,7927481
618,city_one_shatin,25,11,688,37,2023-02-01,8280000,7236815
619,city_one_shatin,25,12,688,35,2021-03-17,10000000,7967317
620,city_one_shatin,25,12,688,35,2021-06-01,9800000,7693630
621,city_one_shatin,25,13,688,37,2023-05-19,8500000,7349879
622,city_one_shatin,25,14,688,35,2021-12-02,7290000,5913296
623,city_one_shatin,25,15,688,35,2021-12-03,8380000,6797452
624,city_one_shatin,25,16,688,37,2023-02-10,9150000,7997205
625,city_one_shatin,25,17,688,37,2023-10-05,7900000,7665022
626,city_one_shatin,25,18,688,37,2023-11-14,5000000,4888903
627,city_one_shatin,25,19,688,38,2024-10-30,6000000,6000055
628,city_one_shatin,25,20,688,35,2021-05-13,10000000,8036259
629,city_one_shatin,25,20,688,34,2020-10-20,9350000,7719050
630,city_one_shatin,25,24,688,40,2026-01-12,7600000,7599722
631,city_one_shatin,25,24,688,38,2024-06-07,8500000,8440083
632,city_one_shatin,25,27,688,35,2021-02-23,10000000,8083744
633,city_one_shatin,25,27,688,35,2021-04-23,6000000,4793317
634,city_one_shatin,34,3,707,33,2021-10-12,8712000,7135697
635,city_one_shatin,34,3,707,31,2019-05-17,8200000,6975641
636,city_one_shatin,34,4,707,35,2023-05-09,8330000,7202882
637,city_one_shatin,34,8,707,33,2021-04-28,9730000,7773163
638,city_one_shatin,34,10,707,38,2026-04-09,3800000,3579456
639,city_one_shatin,34,13,707,36,2024-07-15,8000000,8066861
640,city_one_shatin,34,13,707,38,2026-05-18,8600000,7803968
641,city_one_shatin,34,17,707,32,2020-11-24,9850000,8022050
642,city_one_shatin,34,17,707,34,2022-12-09,2100000,1914616
643,city_one_shatin,34,19,707,38,2026-01-14,8500000,8499689
644,city_one_shatin,34,21,707,37,2025-10-23,8000000,8277298
645,city_one_shatin,34,22,707,36,2024-11-20,7680000,7837818
646,city_one_shatin,34,24,707,37,2025-01-10,8000000,8425962
647,city_one_shatin,34,25,707,35,2023-04-17,9630000,8280800
648,city_one_shatin,34,25,707,32,2020-11-03,10000000,8144213
649,city_one_shatin,34,25,707,35,2023-04-26,9330000,8022831
650,city_one_shatin,34,25,707,38,2026-06-10,9350000,8949715
651,city_one_shatin,34,27,707,34,2022-04-01,9180000,7231144
652,city_one_shatin,34,28,707,35,2023-11-27,8980000,8780469
653,city_one_shatin,34,28,707,32,2020-12-07,10000000,8262595
654,city_one_shatin,34,32,707,36,2024-11-25,7950000,8113366
655,city_one_shatin,34,32,707,35,2023-07-04,9700000,8394349
656,city_one_shatin,34,33,707,32,2020-09-01,9900000,8084818
657,city_one_shatin,34,34,707,34,2022-02-08,9978000,7976591
658,city_one_shatin,34,35,707,34,2022-05-16,11650000,9413106
659,city_one_shatin,35,3,707,35,2023-05-12,8800000,7609287
660,city_one_shatin,35,8,707,33,2021-06-21,10700000,8400188
661,city_one_shatin,35,9,707,32,2020-09-08,9990000,8158316
662,city_one_shatin,35,12,707,36,2024-04-12,8080000,7881291
663,city_one_shatin,35,14,707,35,2023-02-06,8990000,7857364
664,city_one_shatin,35,15,707,31,2019-11-15,9800000,8071657
665,city_one_shatin,35,17,707,36,2024-06-28,7300000,7248542
666,city_one_shatin,35,18,707,34,2022-05-20,9850000,7958721
667,city_one_shatin,35,19,707,37,2025-08-25,7500000,7985360
668,city_one_shatin,35,21,707,37,2025-04-24,3900000,4173976
669,city_one_shatin,35,22,707,36,2024-09-11,7800000,8198960
670,city_one_shatin,35,23,707,34,2022-04-28,9920000,7814046
671,city_one_shatin,35,24,707,33,2021-07-19,10400000,8113565
672,city_one_shatin,35,26,707,33,2021-03-16,10770000,8580801
673,city_one_shatin,35,28,707,33,2021-11-29,10300000,8321149
674,city_one_shatin,35,30,707,33,2021-02-25,8900000,7194532
675,city_one_shatin,35,34,707,36,2024-12-04,8120000,8384553
676,city_one_shatin,35,35,707,31,2019-12-11,6000000,5297995
677,city_one_shatin,35,35,707,34,2022-01-10,11200000,9071571
678,city_one_shatin,35,36,707,34,2022-05-03,11330000,9154549
679,dynasty_court,1,2,2153,30,2021-03-04,76180000,71018847
680,dynasty_court,1,6,1806,35,2026-06-10,70880000,67648689
681,dynasty_court,1,9,1806,30,2021-04-14,58000000,51438515
682,dynasty_court,1,11,1806,35,2026-05-08,64980000,64760218
683,dynasty_court,1,14,2141,34,2025-09-17,66800000,79617751
684,dynasty_court,1,14,1794,35,2026-03-05,43320000,48042563
685,dynasty_court,1,15,1794,30,2021-03-02,73980000,68967896
686,dynasty_court,1,17,1794,30,2021-01-12,72080000,77299994
687,dynasty_court,1,23,2153,32,2023-09-12,83800000,86647476
688,dynasty_court,1,24,1794,31,2022-01-14,86500000,86020069
689,dynasty_court,1,25,2141,32,2023-06-29,86000000,91595808
690,dynasty_court,1,26,2141,29,2020-07-17,95000000,88806526
691,dynasty_court,1,29,2141,29,2020-08-24,100800000,95175737
692,dynasty_court,1,29,1794,30,2021-05-14,87000000,74945723
693,dynasty_court,1,35,1794,34,2025-08-18,71800000,92317859
694,dynasty_court,1,37,1794,27,2018-11-07,70000000,64877908
695,dynasty_court,1,38,1806,35,2026-07-08,76300000,76300000
696,dynasty_court,2,1,1806,35,2026-01-29,58500000,71587627
697,dynasty_court,2,2,2153,34,2025-12-08,76500000,86851956
698,dynasty_court,2,2,1806,34,2025-08-26,58500000,75217197
699,dynasty_court,2,3,2153,34,2025-12-04,77000000,87419616
700,dynasty_court,2,3,1806,34,2025-08-25,59300000,76245809
701,dynasty_court,2,4,1806,34,2025-11-07,60500000,68475839
702,dynasty_court,2,5,2153,34,2025-09-26,79000000,94158718
703,dynasty_court,2,5,1806,34,2025-08-06,61000000,78431608
704,dynasty_court,2,6,2153,34,2025-09-29,80500000,95946542
705,dynasty_court,2,6,1806,34,2025-08-08,62000000,79717372
706,dynasty_court,2,7,2153,34,2025-08-25,81000000,104146889
707,dynasty_court,2,7,1806,34,2025-07-07,63000000,75120018
708,dynasty_court,2,8,2153,34,2025-06-12,82131000,94290148
709,dynasty_court,2,8,1806,34,2025-07-29,64070000,76395866
710,dynasty_court,2,9,2153,34,2025-06-12,84477000,96983463
711,dynasty_court,2,9,1806,34,2025-06-10,65156000,74802071
712,dynasty_court,2,10,1806,35,2026-01-26,72780000,89062350
713,dynasty_court,2,11,2153,34,2025-07-21,87000000,103737167
714,dynasty_court,2,11,1806,34,2025-07-16,68000000,81081924
715,dynasty_court,2,12,2153,34,2025-08-25,89880000,115564473
716,dynasty_court,2,12,1806,34,2025-09-17,70000000,83431775
717,dynasty_court,2,13,2153,34,2025-09-04,92900000,110725885
718,dynasty_court,2,13,1806,34,2025-12-03,72000000,81743018
719,dynasty_court,2,14,1794,35,2026-01-12,74000000,90555289
720,dynasty_court,2,15,2153,31,2022-10-06,97400000,109533886
721,dynasty_court,2,15,1806,35,2026-01-12,76500000,93614589
722,dynasty_court,2,16,2141,34,2025-07-28,101800000,121384410
723,dynasty_court,2,16,1794,35,2026-02-16,78500000,88690072
724,dynasty_court,2,17,1806,35,2026-02-06,82300000,92983350
725,dynasty_court,2,18,2141,33,2024-05-10,113473000,128123820
726,dynasty_court,2,18,1794,34,2025-11-26,81500000,92244312
727,dynasty_court,2,19,2141,35,2026-02-05,112500000,127103607
728,dynasty_court,2,19,1794,35,2026-02-25,85000000,96033836
729,dynasty_court,2,20,2153,33,2024-07-30,116000000,125562876
730,dynasty_court,2,20,1806,35,2026-02-11,89000000,100553076
731,dynasty_court,2,21,2141,31,2022-10-06,99900000,112345330
732,dynasty_court,2,21,1794,33,2024-07-10,87906000,95152846
733,dynasty_court,2,22,2141,32,2023-07-21,117500000,129601929
734,dynasty_court,2,23,2153,32,2023-07-27,118180000,130351966
735,dynasty_court,2,24,2141,32,2023-04-11,118397000,107783715
736,dynasty_court,2,24,1794,29,2020-11-04,81500000,75891365
737,dynasty_court,2,25,1794,31,2022-10-06,84200000,94689457
738,dynasty_court,2,26,2141,32,2023-03-29,119896000,120361153
739,dynasty_court,2,26,1794,33,2024-10-09,93288000,101428189
740,dynasty_court,2,27,2153,35,2026-02-13,122500000,138401705
741,dynasty_court,2,27,1806,31,2022-10-06,85600000,96263867
742,dynasty_court,2,28,2141,35,2026-02-03,124000000,140096420
743,dynasty_court,2,29,2141,31,2022-10-06,104100000,117068557
744,dynasty_court,2,30,2141,29,2020-11-04,101900000,94887486
745,dynasty_court,2,30,1794,29,2020-11-04,84100000,78312439
746,dynasty_court,2,31,1806,35,2026-03-13,108000000,119773702
747,dynasty_court,2,32,2141,31,2022-10-06,105700000,118867882
748,dynasty_court,2,33,2141,34,2025-09-01,133800000,159473879
749,dynasty_court,2,33,1794,29,2020-11-04,85400000,79522977
750,dynasty_court,2,34,1794,31,2022-10-06,88100000,99075311
751,dynasty_court,2,35,1794,30,2021-10-26,95900000,79916253
752,dynasty_court,2,36,2153,31,2022-01-14,108500000,107898005
753,dynasty_court,2,36,1806,31,2022-10-06,89600000,100762178
754,dynasty_court,2,38,2141,30,2021-10-26,115800000,96499500
755,dynasty_court,2,39,2141,29,2020-11-04,106700000,99357162
756,dynasty_court,2,39,1794,29,2020-11-04,88100000,82037169
757,dynasty_court,2,40,2141,30,2021-10-26,116900000,97416162
758,dynasty_court,2,41,2141,31,2022-10-06,110700000,124490771
759,dynasty_court,2,42,1794,31,2022-01-14,91800000,91290662
760,dynasty_court,2,43,2153,31,2022-10-06,112500000,126515011
761,dynasty_court,2,43,1806,31,2022-10-06,92900000,104473285
762,dynasty_court,2,46,4621,32,2023-09-26,246000000,254358938
763,dynasty_court,3,1,1530,34,2025-02-11,45900000,54353732
764,dynasty_court,3,1,1522,34,2025-11-05,46000000,52064274
765,dynasty_court,3,2,1530,34,2025-01-03,46500000,52873695
766,dynasty_court,3,2,1522,34,2025-09-03,46500000,55422536
767,dynasty_court,3,3,1530,33,2024-07-08,46900000,50766370
768,dynasty_court,3,3,1522,33,2024-12-18,46700000,49861796
769,dynasty_court,3,4,1530,33,2024-08-02,47280000,49130031
770,dynasty_court,3,4,1522,34,2025-08-21,47100000,60559487
771,dynasty_court,3,5,1530,33,2024-05-10,48250000,54479694
772,dynasty_court,3,5,1522,34,2025-02-11,48000000,56840504
773,dynasty_court,3,6,1530,33,2024-11-01,48700000,49772307
774,dynasty_court,3,6,1522,33,2024-12-30,48600000,51890434
775,dynasty_court,3,7,1530,33,2024-06-25,49100000,54034219
776,dynasty_court,3,7,1522,33,2024-05-14,49100000,55439440
777,dynasty_court,3,8,1530,33,2024-07-02,49700000,53797198
778,dynasty_court,3,8,1522,34,2025-01-03,49650000,56455461
779,dynasty_court,3,9,1530,33,2024-10-31,50300000,54689112
780,dynasty_court,3,9,1522,33,2024-11-27,50200000,51305335
781,dynasty_court,3,10,1520,33,2024-06-20,51300000,56455304
782,dynasty_court,3,10,1513,33,2024-06-11,51200000,56345254
783,dynasty_court,3,11,1520,33,2024-06-14,51500000,56675402
784,dynasty_court,3,11,1513,33,2024-05-21,51200000,57810577
785,dynasty_court,3,12,1530,33,2024-05-20,51300000,57923488
786,dynasty_court,3,12,1522,33,2024-05-30,51450000,58092855
787,dynasty_court,3,13,1520,33,2024-05-28,51600000,58262222
788,dynasty_court,3,13,1513,33,2024-08-27,51800000,53826895
789,dynasty_court,3,14,1520,33,2024-06-26,52000000,57225649
790,dynasty_court,3,14,1513,33,2024-11-18,52000000,53144969
791,dynasty_court,3,15,1530,33,2024-05-29,52150000,58883234
792,dynasty_court,3,15,1522,33,2024-06-20,52300000,57555797
793,dynasty_court,3,16,1520,33,2024-05-10,52350000,59109057
794,dynasty_court,3,16,1513,33,2024-05-10,52050000,58770323
795,dynasty_court,3,17,1520,33,2024-06-24,52600000,57885945
796,dynasty_court,3,17,1513,33,2024-06-13,52300000,57555797
797,dynasty_court,3,18,1520,33,2024-05-16,53100000,59955891
798,dynasty_court,3,18,1513,33,2024-10-23,52800000,57407259
799,dynasty_court,3,19,1530,33,2024-05-17,53500000,60407537
800,dynasty_court,3,19,1522,33,2024-05-24,53000000,59842980
801,dynasty_court,3,20,1520,33,2024-05-21,53700000,60633359
802,dynasty_court,3,20,1513,33,2024-06-26,53400000,58766340
803,dynasty_court,3,21,1520,33,2024-05-14,54000000,60972093
804,dynasty_court,3,21,1513,33,2024-05-21,53800000,60746270
805,dynasty_court,3,22,1520,33,2024-06-06,55000000,60527129
806,dynasty_court,3,22,1513,33,2024-11-22,54180000,55372969
807,dynasty_court,3,23,1530,33,2024-06-14,55000000,60527129
808,dynasty_court,3,24,1520,33,2024-05-16,55300000,62439940
809,dynasty_court,3,24,1513,33,2024-12-18,55100000,58830513
810,dynasty_court,3,25,1520,33,2024-06-07,55700000,61297474
811,dynasty_court,3,25,1513,33,2024-05-16,55350000,62496395
812,dynasty_court,3,26,1520,33,2024-05-14,55800000,63004496
813,dynasty_court,3,26,1513,33,2024-05-10,55800000,63004496
814,dynasty_court,3,27,1520,33,2024-05-14,56300000,63569052
815,dynasty_court,3,27,1513,33,2024-05-24,56000000,63230319
816,dynasty_court,3,28,1530,33,2024-05-06,58500000,66053101
817,dynasty_court,3,28,1522,33,2024-05-06,58500000,66053101
818,dynasty_court,3,29,1520,33,2024-05-16,60000000,67746770
819,dynasty_court,3,29,1513,33,2024-05-16,60000000,67746770
820,dynasty_court,3,30,1520,33,2024-06-12,62700000,69000927
821,dynasty_court,3,30,1513,33,2024-06-18,62300000,68560730
822,dynasty_court,3,31,1520,33,2024-07-10,65000000,70358508
823,dynasty_court,3,31,1513,33,2024-07-10,64000000,69276069
824,dynasty_court,3,32,1520,33,2024-06-25,66000000,72632555
825,dynasty_court,3,32,1513,33,2024-12-23,65000000,69400786
826,dynasty_court,3,33,1520,35,2026-01-21,67000000,81989248
827,dynasty_court,3,33,1513,35,2026-01-21,66000000,80765528
828,dynasty_court,3,35,1530,35,2026-02-13,69500000,78521784
829,dynasty_court,3,35,1522,35,2026-02-12,68500000,77391974
830,dynasty_court,3,38,2287,33,2024-07-26,145220000,157191731
831,dynasty_court,3,38,2268,33,2024-09-09,144018000,183152150
832,dynasty_court,4,3,1522,34,2025-11-26,43000000,48668778
833,dynasty_court,4,6,1522,28,2019-04-11,58000000,49663356
834,dynasty_court,4,9,1522,28,2019-12-02,55250000,54799903
835,dynasty_court,4,11,1522,29,2020-07-03,54800000,51227343
836,dynasty_court,4,12,1522,35,2026-01-02,36800000,45032900
837,dynasty_court,4,15,1513,28,2019-05-23,60480000,54573842
838,dynasty_court,4,16,1522,33,2024-10-24,46000000,50013900
