transaction_id,phase,block,unit,floor,saleable_area_sqft,price_hkd,price_per_sqft_hkd_reference_only,sale_date,source_url,notes
197,2,16,C,9,327,5510000,16850,2020-02-12,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-2/blockno-16,
198,2,16,H,9,327,4400000,13456,2026-01-21,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-2/blockno-16,
199,2,16,A,8,451,7360000,16319,2018-06-06,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-2/blockno-16,
200,2,16,G,8,327,4280000,13089,2024-10-23,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-2/blockno-16,
201,2,16,H,8,327,4680000,14312,2026-06-05,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-2/blockno-16,
202,2,16,B,7,451,5160000,11441,2024-09-27,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-2/blockno-16,
203,2,16,F,7,451,6000000,13304,2026-03-11,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-2/blockno-16,
204,2,16,H,7,327,4630000,14159,2022-10-21,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-2/blockno-16,
205,2,16,A,6,451,6050000,13415,2023-01-11,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-2/blockno-16,
206,2,16,D,6,327,5400000,16514,2022-06-08,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-2/blockno-16,
207,2,16,F,6,451,7000000,15521,2020-09-11,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-2/blockno-16,
208,2,16,G,6,327,4350000,13303,2025-12-11,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-2/blockno-16,
209,2,16,H,6,327,5650000,17278,2020-03-19,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-2/blockno-16,
210,2,16,C,5,327,5700000,17431,2022-01-21,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-2/blockno-16,
211,2,16,A,4,451,6500000,14412,2021-12-01,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-2/blockno-16,
212,2,16,D,4,327,5100000,15596,2022-06-08,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-2/blockno-16,
213,2,16,F,4,451,6080000,13481,2021-02-11,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-2/blockno-16,
214,2,16,A,3,451,6280000,13925,2022-09-28,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-2/blockno-16,
215,2,16,B,3,451,6000000,13304,2021-04-08,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-2/blockno-16,
216,2,16,C,3,327,3900000,11927,2024-09-13,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-2/blockno-16,
217,2,16,G,2,327,5200000,15902,2020-02-18,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-2/blockno-16,
218,2,16,D,1,327,4050000,12385,2025-07-15,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-2/blockno-16,
219,2,16,E,1,451,5380000,11929,2026-02-13,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-2/blockno-16,
220,3,29,A,29,451,8050000,17849,2020-06-03,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
221,3,29,D,29,327,5700000,17431,2018-04-18,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
222,3,29,E,29,451,7850000,17406,2021-06-18,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
223,3,29,H,29,327,5750000,17584,2020-03-24,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
224,3,29,A,28,451,5700000,12639,2024-09-09,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
225,3,29,H,28,327,6280000,19205,2022-02-17,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
226,3,29,A,27,451,6230000,13814,2025-11-04,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
227,3,29,H,27,327,5580000,17064,2019-10-08,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
228,3,29,C,26,327,5220000,15963,2023-03-03,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
229,3,29,A,25,451,7550000,16741,2020-12-03,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
230,3,29,B,24,451,7620000,16896,2018-05-28,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
231,3,29,F,24,451,6700000,14856,2022-10-17,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
232,3,29,H,24,327,5000000,15291,2018-08-09,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
233,3,29,F,23,451,7100000,15743,2020-08-03,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
234,3,29,B,22,451,7780000,17251,2021-09-06,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
235,3,29,C,22,327,5300000,16208,2019-10-16,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
236,3,29,F,22,451,7700000,17073,2021-05-28,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
237,3,29,A,20,451,6430000,14257,2022-10-19,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
238,3,29,B,20,451,4800000,10643,2026-03-06,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
239,3,29,C,19,327,5210000,15933,2021-11-03,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
240,3,29,F,19,451,5000000,11086,2025-04-08,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
241,3,29,H,19,327,5550000,16972,2019-03-07,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
242,3,29,D,17,327,5680000,17370,2020-07-13,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
243,3,29,D,16,327,4980000,15229,2022-11-18,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
244,3,29,H,14,327,4200000,12844,2024-02-02,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
245,3,29,C,13,327,5380000,16453,2023-03-23,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
246,3,29,D,13,327,3750000,11468,2024-09-17,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
247,3,29,G,13,327,4200000,12844,2024-01-29,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
248,3,29,B,11,451,6000000,13304,2024-04-12,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
249,3,29,C,11,327,6080000,18593,2021-06-18,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
250,3,29,D,11,327,5150000,15749,2022-12-01,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
251,3,29,A,10,451,6680000,14812,2022-10-05,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
252,3,29,G,10,327,5600000,17125,2021-04-07,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
253,3,29,B,9,451,7820000,17339,2018-08-03,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
254,3,29,C,9,327,4190000,12813,2025-07-31,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
255,3,29,F,9,451,7280000,16142,2020-10-15,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
256,3,29,G,9,327,5800000,17737,2021-06-07,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
257,3,29,G,8,327,4198000,12838,2024-10-17,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
258,3,29,B,7,451,5830000,12927,2023-09-04,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
259,3,29,G,6,327,6080000,18593,2021-10-26,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
260,3,29,D,5,327,5900000,18043,2021-09-21,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
261,3,29,E,5,451,7080000,15698,2020-05-15,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
262,3,29,F,5,451,7250000,16075,2020-09-08,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
263,3,29,A,4,451,6800000,15078,2019-06-24,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
264,3,29,B,4,451,6280000,13925,2023-03-10,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
265,3,29,D,4,327,5500000,16820,2020-09-25,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
266,3,29,D,3,327,4720000,14434,2018-01-12,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
267,3,29,A,2,451,5968000,13233,2023-02-15,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
268,3,29,B,2,451,6668000,14785,2021-10-08,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
269,3,29,D,2,327,3980000,12171,2025-11-11,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
270,3,29,E,2,451,6210000,13769,2022-08-01,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
271,3,29,G,2,327,4750000,14526,2022-11-08,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
272,3,29,A,1,451,2000000,4435,2018-06-05,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
273,3,29,B,1,451,5000000,11086,2024-03-18,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
274,3,29,C,1,327,5618000,17180,2021-07-20,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-29,
275,3,30,F,30,451,6220000,13792,2024-08-21,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
276,3,30,C,29,327,5300000,16208,2018-02-02,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
277,3,30,D,28,327,4250000,12997,2024-10-28,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
278,3,30,H,28,327,5910000,18073,2020-02-13,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
279,3,30,B,27,451,7750000,17184,2021-01-12,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
280,3,30,C,27,327,5500000,16820,2019-04-12,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
281,3,30,D,27,327,5960000,18226,2020-08-17,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
282,3,30,G,27,327,5400000,16514,2018-06-19,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
283,3,30,G,25,327,3850000,11774,2025-05-21,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
284,3,30,H,24,327,4300000,13150,2023-10-30,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
285,3,30,B,23,451,5350000,11863,2025-04-08,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
286,3,30,F,23,451,7680000,17029,2020-04-23,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
287,3,30,H,23,327,4900000,14985,2023-09-12,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
288,3,30,D,22,327,5650000,17278,2020-09-17,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
289,3,30,E,22,451,5650000,12528,2023-12-15,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
290,3,30,G,22,327,4688000,14336,2024-01-19,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
291,3,30,C,21,327,4689000,14339,2026-06-29,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
292,3,30,C,20,327,2300000,7034,2024-10-14,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
293,3,30,E,20,451,6500000,14412,2026-08-19,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
294,3,30,B,19,451,5000000,11086,2025-03-31,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
295,3,30,G,18,327,4950000,15138,2022-12-08,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
296,3,30,A,17,451,7000000,15521,2022-06-30,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
297,3,30,G,17,327,5900000,18043,2018-06-07,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
298,3,30,H,17,327,3500000,10703,2024-10-22,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
299,3,30,B,16,451,7250000,16075,2022-06-16,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
300,3,30,C,16,327,4310000,13180,2025-10-08,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
301,3,30,A,15,451,2980000,6608,2024-07-18,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
302,3,30,B,15,451,7280000,16142,2020-04-20,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
303,3,30,C,15,327,5300000,16208,2018-02-22,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
304,3,30,H,15,327,5730000,17523,2021-12-09,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
305,3,30,C,14,327,4920000,15046,2026-06-24,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
306,3,30,G,14,327,5780000,17676,2020-07-29,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
307,3,30,A,13,451,5900000,13082,2023-09-25,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
308,3,30,F,13,451,7280000,16142,2020-11-24,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
309,3,30,H,13,327,4260000,13028,2023-11-21,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
310,3,30,D,12,327,5500000,16820,2020-10-12,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
311,3,30,E,12,451,986000,2186,2022-11-07,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
312,3,30,A,11,451,5880000,13038,2023-10-25,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
313,3,30,C,9,327,4200000,12844,2025-10-31,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
314,3,30,E,9,451,6000000,13304,2019-02-15,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
315,3,30,F,9,451,5400000,11973,2023-03-03,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
316,3,30,H,9,327,3980000,12171,2025-06-19,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
317,3,30,F,7,451,3250000,7206,2021-11-01,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
318,3,30,G,7,327,5300000,16208,2021-04-08,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
319,3,30,H,7,327,4100000,12538,2023-11-01,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
320,3,30,A,6,451,6930000,15366,2022-04-29,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
321,3,30,B,6,451,5325000,11807,2025-02-14,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
322,3,30,D,6,327,5000000,15291,2025-09-10,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
323,3,30,B,5,451,6550000,14523,2023-05-15,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
324,3,30,D,5,327,4880000,14924,2018-01-04,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
325,3,30,E,5,451,6600000,14634,2019-09-13,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
326,3,30,G,5,327,4600000,14067,2018-05-28,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
327,3,30,H,5,327,5200000,15902,2022-04-11,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
328,3,30,E,4,451,6750000,14967,2021-01-27,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
329,3,30,G,4,327,5650000,17278,2020-05-28,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
330,3,30,C,3,327,5360000,16391,2018-03-05,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
331,3,30,D,3,327,3700000,11315,2025-04-10,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
332,3,30,C,2,327,3973000,12150,2024-08-08,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
333,3,30,E,1,451,6630000,14701,2020-10-27,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-3/blockno-30,
334,4,37,F,32,284,1600000,5634,2025-01-23,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
335,4,37,H,32,304,4900000,16118,2026-06-24,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
336,4,37,C,31,304,5950000,19572,2019-09-19,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
337,4,37,E,31,284,4800000,16901,2023-06-15,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
338,4,37,C,30,304,5800000,19079,2020-06-23,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
339,4,37,D,30,304,5350000,17599,2019-10-30,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
340,4,37,D,29,304,4150000,13651,2024-12-02,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
341,4,37,F,29,284,5020000,17676,2019-03-13,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
342,4,37,H,29,304,4800000,15789,2022-10-31,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
343,4,37,C,28,304,4168000,13711,2024-12-03,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
344,4,37,D,28,304,5850000,19243,2021-09-07,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
345,4,37,E,28,284,4500000,15845,2026-05-06,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
346,4,37,C,27,304,5420000,17829,2018-03-06,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
347,4,37,B,26,284,5600000,19718,2021-02-26,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
348,4,37,D,26,304,3800000,12500,2025-06-17,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
349,4,37,E,26,284,5540000,19507,2022-01-21,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
350,4,37,H,26,304,5600000,18421,2021-03-17,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
351,4,37,E,25,284,5450000,19190,2020-07-10,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
352,4,37,H,25,304,5290000,17401,2020-10-08,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
353,4,37,E,24,284,3920000,13803,2025-07-23,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
354,4,37,B,23,284,5700000,20070,2020-06-04,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
355,4,37,C,23,304,4800000,15789,2022-11-07,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
356,4,37,E,23,284,4268000,15028,2026-02-09,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
357,4,37,G,23,304,5900000,19408,2019-08-21,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
358,4,37,H,23,304,5200000,17105,2020-02-26,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
359,4,37,C,22,304,2000000,6579,2021-06-29,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
360,4,37,G,22,304,4690000,15428,2026-05-19,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
361,4,37,A,21,284,4820000,16972,2018-01-08,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
362,4,37,B,21,284,5180000,18239,2018-04-24,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
363,4,37,E,21,284,4000000,14085,2025-08-12,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
364,4,37,H,21,304,3750000,12336,2020-03-02,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
365,4,37,C,20,304,4410000,14507,2024-06-18,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
366,4,37,F,20,284,896000,3155,2018-10-30,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
367,4,37,H,20,304,4580000,15066,2023-01-18,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
368,4,37,B,19,284,5200000,18310,2020-08-20,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
369,4,37,D,19,304,5750000,18914,2022-04-22,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
370,4,37,H,19,304,5650000,18586,2021-03-18,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
371,4,37,A,18,284,5680000,20000,2021-09-24,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
372,4,37,B,18,284,4800000,16901,2019-03-14,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
373,4,37,C,18,304,3700000,12171,2024-05-14,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
374,4,37,D,18,304,5600000,18421,2018-09-03,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
375,4,37,E,18,284,4000000,14085,2026-02-26,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
376,4,37,G,18,304,5690000,18717,2021-11-22,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
377,4,37,A,17,284,5250000,18486,2022-02-04,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
378,4,37,F,17,284,5510000,19401,2021-09-08,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
379,4,37,B,16,284,4150000,14613,2025-04-25,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
380,4,37,D,16,304,5180000,17039,2023-02-15,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
381,4,37,A,15,284,5450000,19190,2021-05-26,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
382,4,37,C,15,304,5490000,18059,2020-09-14,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
383,4,37,G,15,304,4238000,13941,2024-05-02,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
384,4,37,B,14,284,4550000,16021,2026-05-26,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
385,4,37,D,14,304,5600000,18421,2019-06-25,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
386,4,37,G,14,304,5500000,18092,2021-04-16,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
387,4,37,H,14,304,4395000,14457,2026-02-24,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
388,4,37,A,13,284,4560000,16056,2026-08-20,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
389,4,37,D,13,304,5120000,16842,2022-09-16,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
390,4,37,F,13,284,4340000,15282,2024-07-31,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
391,4,37,H,13,304,4068000,13382,2024-09-27,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
392,4,37,A,12,284,5330000,18768,2018-05-11,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
393,4,37,D,12,304,4418000,14533,2026-03-02,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
394,4,37,E,12,284,5260000,18521,2020-02-17,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
395,4,37,A,11,284,4860000,17113,2018-02-08,https://www.28hse.com/en/estate/detail/city-one-shatin-4080/history/stateno-4/blockno-37,
