transaction_id,block,floor,saleable_area_sqft,age_at_sale,sale_date,price_hkd,adjusted_price_hkd
416,37,5,304,33,2018-07-17,5280000,4550848
417,37,4,284,39,2024-04-08,4100000,3999170
418,37,3,284,34,2019-02-27,4260000,3755055
419,37,3,284,35,2020-05-18,4990000,4062358
420,37,3,284,33,2018-02-27,5168000,4792606
421,37,3,304,34,2019-05-24,4700000,3998233
422,37,3,304,35,2020-06-30,5300000,4411286
423,38,32,284,36,2021-04-27,5700000,4553651
424,38,32,284,34,2019-03-15,2700000,2369855
425,38,32,284,41,2026-03-19,4310000,4100136
426,38,32,304,36,2021-11-23,5999000,4846463
427,38,31,284,36,2021-06-22,5600000,4396360
428,38,31,304,33,2018-03-09,5100000,4787710
429,38,30,304,35,2020-12-08,5500000,4544427
430,38,30,284,35,2020-12-02,5500000,4544427
431,38,30,304,35,2020-10-09,5700000,4705731
432,38,29,284,34,2019-11-11,3800000,3129826
433,38,29,304,40,2025-07-31,3800000,3939772
434,38,29,284,36,2021-12-22,5200000,4217989
435,38,29,304,37,2022-04-08,5580000,4395401
436,38,28,284,36,2021-02-17,5500000,4446059
437,38,28,284,34,2019-10-25,5340000,4667035
438,38,28,304,33,2018-06-19,5800000,4925940
439,38,27,284,38,2023-03-23,5000000,4386965
440,38,27,284,36,2021-03-29,5380000,4286417
441,38,27,284,39,2024-05-28,4300000,4361001
442,38,27,304,36,2021-08-11,5730000,4549026
443,38,26,284,38,2023-09-14,4450000,4224385
444,38,26,304,33,2018-08-01,5850000,5130237
445,38,24,284,34,2019-11-11,5200000,4282920
446,38,24,284,37,2022-04-11,5220000,4111827
447,38,24,304,37,2022-04-29,5280000,4159089
448,38,23,304,35,2020-06-12,5850000,4869061
449,38,23,284,35,2020-02-21,5350000,4575071
450,38,23,284,34,2019-03-15,4790000,4204298
451,38,23,304,34,2019-07-16,5930000,5049098
452,38,22,304,35,2020-04-16,5450000,4615488
453,38,22,304,40,2025-02-17,4000000,4191937
454,38,21,304,35,2020-03-09,5120000,4286273
455,38,20,284,37,2022-11-25,4150000,3765524
456,38,20,284,41,2026-05-07,3990000,3620678
457,38,20,304,41,2026-05-29,4700000,4264959
